wav_filename,wav_filesize,transcript
data/quran/wav/070012.wav,187290,وَصَٰحِبَتِهِۦ وَأَخِيهِ
data/quran/wav/070016.wav,186454,نَزَّاعَةً لِّلشَّوَىٰ
data/quran/wav/070018.wav,140478,وَجَمَعَ فَأَوْعَىٰٓ
data/quran/wav/070022.wav,180602,إِلَّا ٱلْمُصَلِّينَ
data/quran/wav/071014.wav,186454,وَقَدْ خَلَقَكُمْ أَطْوَارًا
data/quran/wav/074002.wav,142150,قُمْ فَأَنذِرْ
data/quran/wav/074003.wav,155524,وَرَبَّكَ فَكَبِّرْ
data/quran/wav/074004.wav,157196,وَثِيَابَكَ فَطَهِّرْ
data/quran/wav/074005.wav,137134,وَٱلرُّجْزَ فَٱهْجُرْ
data/quran/wav/074007.wav,190634,وَلِرَبِّكَ فَٱصْبِرْ
data/quran/wav/074013.wav,178094,وَبَنِينَ شُهُودًا
data/quran/wav/074014.wav,190634,وَمَهَّدتُّ لَهُۥ تَمْهِيدًا
data/quran/wav/074017.wav,180602,سَأُرْهِقُهُۥ صَعُودًا
data/quran/wav/074019.wav,159704,فَقُتِلَ كَيْفَ قَدَّرَ
data/quran/wav/074022.wav,161376,ثُمَّ عَبَسَ وَبَسَرَ
data/quran/wav/074023.wav,177258,ثُمَّ أَدْبَرَ وَٱسْتَكْبَرَ
data/quran/wav/074026.wav,149674,سَأُصْلِيهِ سَقَرَ
data/quran/wav/074029.wav,164720,لَوَّاحَةٌ لِّلْبَشَرِ
data/quran/wav/074032.wav,95338,كَلَّا وَٱلْقَمَرِ
data/quran/wav/074033.wav,111222,وَٱلَّيْلِ إِذْ أَدْبَرَ
data/quran/wav/074034.wav,168900,وَٱلصُّبْحِ إِذَآ أَسْفَرَ
data/quran/wav/074035.wav,145494,إِنَّهَا لَإِحْدَى ٱلْكُبَرِ
data/quran/wav/074036.wav,100354,نَذِيرًا لِّلْبَشَرِ
data/quran/wav/074043.wav,183946,قَالُوا۟ لَمْ نَكُ مِنَ ٱلْمُصَلِّينَ
data/quran/wav/074044.wav,151346,وَلَمْ نَكُ نُطْعِمُ ٱلْمِسْكِينَ
data/quran/wav/074054.wav,178930,كَلَّآ إِنَّهُۥ تَذْكِرَةٌ
data/quran/wav/074055.wav,165556,فَمَن شَآءَ ذَكَرَهُۥ
data/quran/wav/075007.wav,130448,فَإِذَا بَرِقَ ٱلْبَصَرُ
data/quran/wav/075008.wav,114564,وَخَسَفَ ٱلْقَمَرُ
data/quran/wav/075009.wav,158032,وَجُمِعَ ٱلشَّمْسُ وَٱلْقَمَرُ
data/quran/wav/075015.wav,170572,وَلَوْ أَلْقَىٰ مَعَاذِيرَهُۥ
data/quran/wav/075034.wav,168064,أَوْلَىٰ لَكَ فَأَوْلَىٰ
data/quran/wav/077002.wav,183946,فَٱلْعَٰصِفَٰتِ عَصْفًا
data/quran/wav/077004.wav,180602,فَٱلْفَٰرِقَٰتِ فَرْقًا
data/quran/wav/077005.wav,173916,فَٱلْمُلْقِيَٰتِ ذِكْرًا
data/quran/wav/077006.wav,183946,عُذْرًا أَوْ نُذْرًا
data/quran/wav/077013.wav,142986,لِيَوْمِ ٱلْفَصْلِ
data/quran/wav/078002.wav,178094,عَنِ ٱلنَّبَإِ ٱلْعَظِيمِ
data/quran/wav/078004.wav,189798,كَلَّا سَيَعْلَمُونَ
data/quran/wav/078007.wav,181438,وَٱلْجِبَالَ أَوْتَادًا
data/quran/wav/078022.wav,188962,لِّلطَّٰغِينَ مَـَٔابًا
data/quran/wav/078033.wav,189798,وَكَوَاعِبَ أَتْرَابًا
data/quran/wav/078034.wav,181438,وَكَأْسًا دِهَاقًا
data/quran/wav/079006.wav,187290,يَوْمَ تَرْجُفُ ٱلرَّاجِفَةُ
data/quran/wav/079007.wav,182274,تَتْبَعُهَا ٱلرَّادِفَةُ
data/quran/wav/079023.wav,165556,فَحَشَرَ فَنَادَىٰ
data/quran/wav/079032.wav,187290,وَٱلْجِبَالَ أَرْسَىٰهَا
data/quran/wav/080005.wav,174750,أَمَّا مَنِ ٱسْتَغْنَىٰ
data/quran/wav/080006.wav,177258,فَأَنتَ لَهُۥ تَصَدَّىٰ
data/quran/wav/080009.wav,124596,وَهُوَ يَخْشَىٰ
data/quran/wav/080013.wav,173080,فِى صُحُفٍ مُّكَرَّمَةٍ
data/quran/wav/080015.wav,135462,بِأَيْدِى سَفَرَةٍ
data/quran/wav/080016.wav,142150,كِرَامٍۭ بَرَرَةٍ
data/quran/wav/080018.wav,142986,مِنْ أَىِّ شَىْءٍ خَلَقَهُۥ
data/quran/wav/080019.wav,191470,مِن نُّطْفَةٍ خَلَقَهُۥ فَقَدَّرَهُۥ
data/quran/wav/080028.wav,157196,وَعِنَبًا وَقَضْبًا
data/quran/wav/080029.wav,164720,وَزَيْتُونًا وَنَخْلًا
data/quran/wav/080035.wav,178930,وَأُمِّهِۦ وَأَبِيهِ
data/quran/wav/081003.wav,173916,وَإِذَا ٱلْجِبَالُ سُيِّرَتْ
data/quran/wav/081004.wav,183946,وَإِذَا ٱلْعِشَارُ عُطِّلَتْ
data/quran/wav/081005.wav,166392,وَإِذَا ٱلْوُحُوشُ حُشِرَتْ
data/quran/wav/081006.wav,183110,وَإِذَا ٱلْبِحَارُ سُجِّرَتْ
data/quran/wav/081008.wav,182274,وَإِذَا ٱلْمَوْءُۥدَةُ سُئِلَتْ
data/quran/wav/081012.wav,168064,وَإِذَا ٱلْجَحِيمُ سُعِّرَتْ
data/quran/wav/081013.wav,185618,وَإِذَا ٱلْجَنَّةُ أُزْلِفَتْ
data/quran/wav/081016.wav,173916,ٱلْجَوَارِ ٱلْكُنَّسِ
data/quran/wav/081017.wav,183110,وَٱلَّيْلِ إِذَا عَسْعَسَ
data/quran/wav/081026.wav,149674,فَأَيْنَ تَذْهَبُونَ
data/quran/wav/082003.wav,187290,وَإِذَا ٱلْبِحَارُ فُجِّرَتْ
data/quran/wav/082004.wav,175586,وَإِذَا ٱلْقُبُورُ بُعْثِرَتْ
data/quran/wav/083005.wav,161376,لِيَوْمٍ عَظِيمٍ
data/quran/wav/084003.wav,162212,وَإِذَا ٱلْأَرْضُ مُدَّتْ
data/quran/wav/084012.wav,177258,وَيَصْلَىٰ سَعِيرًا
data/quran/wav/084017.wav,177258,وَٱلَّيْلِ وَمَا وَسَقَ
data/quran/wav/084018.wav,147166,وَٱلْقَمَرِ إِذَا ٱتَّسَقَ
data/quran/wav/085015.wav,186454,ذُو ٱلْعَرْشِ ٱلْمَجِيدُ
data/quran/wav/086003.wav,151346,ٱلنَّجْمُ ٱلثَّاقِبُ
data/quran/wav/086012.wav,186454,وَٱلْأَرْضِ ذَاتِ ٱلصَّدْعِ
data/quran/wav/086014.wav,168064,وَمَا هُوَ بِٱلْهَزْلِ
data/quran/wav/086016.wav,148002,وَأَكِيدُ كَيْدًا
data/quran/wav/089002.wav,168900,وَلَيَالٍ عَشْرٍ
data/quran/wav/089003.wav,162212,وَٱلشَّفْعِ وَٱلْوَتْرِ
data/quran/wav/089004.wav,182274,وَٱلَّيْلِ إِذَا يَسْرِ
data/quran/wav/089029.wav,190634,فَٱدْخُلِى فِى عِبَٰدِى
data/quran/wav/091002.wav,161376,وَٱلْقَمَرِ إِذَا تَلَىٰهَا
data/quran/wav/091006.wav,188126,وَٱلْأَرْضِ وَمَا طَحَىٰهَا
data/quran/wav/092006.wav,177258,وَصَدَّقَ بِٱلْحُسْنَىٰ
data/quran/wav/092009.wav,163048,وَكَذَّبَ بِٱلْحُسْنَىٰ
data/quran/wav/092017.wav,181438,وَسَيُجَنَّبُهَا ٱلْأَتْقَى
data/quran/wav/093002.wav,171408,وَٱلَّيْلِ إِذَا سَجَىٰ
data/quran/wav/094008.wav,175586,وَإِلَىٰ رَبِّكَ فَٱرْغَب
data/quran/wav/095002.wav,158868,وَطُورِ سِينِينَ
data/quran/wav/096007.wav,165556,أَن رَّءَاهُ ٱسْتَغْنَىٰٓ
data/quran/wav/096012.wav,172244,أَوْ أَمَرَ بِٱلتَّقْوَىٰٓ
data/quran/wav/096017.wav,164720,فَلْيَدْعُ نَادِيَهُۥ
data/quran/wav/096018.wav,173916,سَنَدْعُ ٱلزَّبَانِيَةَ
data/quran/wav/100002.wav,185618,فَٱلْمُورِيَٰتِ قَدْحًا
data/quran/wav/100003.wav,173916,فَٱلْمُغِيرَٰتِ صُبْحًا
data/quran/wav/100004.wav,178930,فَأَثَرْنَ بِهِۦ نَقْعًا
data/quran/wav/100005.wav,187290,فَوَسَطْنَ بِهِۦ جَمْعًا
data/quran/wav/101002.wav,123760,مَا ٱلْقَارِعَةُ
data/quran/wav/101009.wav,176422,فَأُمُّهُۥ هَاوِيَةٌ
data/quran/wav/108002.wav,188126,فَصَلِّ لِرَبِّكَ وَٱنْحَرْ
data/quran/wav/112002.wav,164720,ٱللَّهُ ٱلصَّمَدُ
data/quran/wav/113002.wav,178094,مِن شَرِّ مَا خَلَقَ
data/quran/wav/114002.wav,153852,مَلِكِ ٱلنَّاسِ
data/quran/wav/114003.wav,162212,إِلَٰهِ ٱلنَّاسِ
data/quran/wav/042001.wav,186454,حمٓ
data/quran/wav/043001.wav,176422,حمٓ
data/quran/wav/044001.wav,145494,حمٓ
data/quran/wav/046001.wav,171408,حمٓ
data/quran/wav/051001.wav,183110,وَٱلذَّٰرِيَٰتِ ذَرْوًا
data/quran/wav/052001.wav,119580,وَٱلطُّورِ
data/quran/wav/053001.wav,173080,وَٱلنَّجْمِ إِذَا هَوَىٰ
data/quran/wav/055001.wav,137134,ٱلرَّحْمَٰنُ
